COUNTY,DISTRICT,MFL No.,FACILITY,CATEGORY,"OWNER(GoK, CHAK, KEC, SUPKEM)", DRAWING RIGHTS ALLOCATION FOR 2012-13 FY 
,,13866,Nyabururu Dispensary ,Dispensary,GoK,224574.00
,,13871,Nyagesenda Dispensary ,Dispensary,CHAK,384085.00
,,13876,Nyagoto Dispensary ,Dispensary,GoK,431975.00
,,13878,Nyaguta Dispensary ,Dispensary,GoK,437882.00
,,13886,Nyakwana Dispensary ,Dispensary,GoK,211295.00
,,13908,Nyamemiso Dispensary ,Dispensary,GoK,1047734.00
,,13918,Nyanchwa Dispensary ,Dispensary,CHAK,190060.00
,,13931,Nyanko Dispensary ,Dispensary,GoK,387068.00
,,13934,Nyansancha Dispensary ,Dispensary,GoK,377839.00
,,13938,Nyansira Dispensary ,Dispensary,GoK,359163.00
,,13943,Nyasore Dispensary ,Dispensary,GoK,285219.00
,,13991,Oresi Health Centre,Dispensary,GoK,1241233.00
,,14025,Raganga Health Centre,Health Centre,GoK,611157.00
,,14083,Sieka Dispensary ,Dispensary,GoK,331238.00
,,13822,St. Barbara Mosocho ,Health Centre,GoK,1019395.00
,,14142,Taracha Dispensary ,Dispensary,GoK,284556.00
,MASABA,13541,Ekerubo Dispensary (Masaba),Dispensary,GOK,378238.00
,,17272,Emeroka Dispensary,Dispensary,GOK,154839.00
,,13559,Gesima Health Centre,Health Centre,GOK,936550.00
,,13568,Geteri Dispensary ,Dispensary,GOK,513387.00
,,13575,Girango Dispensary,Dispensary,GOK,411274.00
,,13675,Kenyerere Dispensary (Masaba),Dispensary,GOK,473632.00
,,13683,Kiamokama Health Centre,Health Centre,GOK,526733.00
,,13746,Machururiati Dispensary ,Dispensary,GOK,911456.00
,,13752,Magombo Health Centre,Health Centre,GOK,796890.00
,,13818,Mochenwa Dispensary ,Dispensary,GOK,1380624.00
,,16266,Nyagancha Dispensary,Dispensary,GOK,255636.00
,,16265,Nyamagesa Dispensary,Dispensary,GOK,944538.00
,,13895,Nyamakoroto Dispensary ,Dispensary,CHAK,223917.00
,,13903,Nyamasibi Health Centre ,Health Centre,GOK,642521.00
,,13917,Nyanchonori Dispensary ,Dispensary,GOK,443745.00
,,13942,Nyasike Dispensary,Dispensary,GOK,284207.00
,,14029,Ramasha Dispensary ,Dispensary,GOK,508359.00
,,14044,Riakworo Dispensary ,Dispensary,CHAK,268747.00
,,17678,Rikenye Dispensary,Dispensary,GOK,238061.00
,,14051,Rigoma Dispensary ,Dispensary,GOK,583358.00
,,14099,Sosera Dispensary ,Dispensary,GOK,684532.00
,KISII SOUTH,13502,Bitare Dispensary,Dispensary,GoK,417107.00
,,16422,Ekerubo Dispensary (Kisii South),Dispensary,GoK,292951.00
,,16424,Entanke Dispensary,Dispensary,GoK,369211.00
,,13560,Gesuguria Dispensary,Dispensary,GoK,387346.00
,,16425,Isamwera Dispensary,Dispensary,GoK,104703.00
,,13685,Kiaruta Dispensary,Dispensary,GoK,587142.00
,,16423,Nyabioto Dispensary,Dispensary,GoK,266911.00
,,16878,Nyamagiri Dispensary,Dispensary,GoK,296671.00
,,13892,Nyamagundo Health Centre,Health Centre,GoK,787171.00
,,13992,Oroche Dispensary,Dispensary,GoK,554360.00
,,14045,Riana Health Centre,Health Centre,GoK,941784.00
,,14054,Riotanchi Health Centre,Health Centre,GoK,359911.00
,GUCHA,13511,Borangi Dispensary ,Dispensary,GoK,233350.00
,,13536,Eberege Dispensary ,Dispensary,GoK,1055174.00
,,13537,Ebiosi Dispensary,Dispensary,GoK,271295.00
,,13538,Egetonto Dispensary ,Dispensary,GoK,556014.00
,,13558,Gesabakwa Dispensary ,Dispensary,GoK,387325.00
,,13561,Gesure Dispensary (Gucha),Dispensary,GoK,458892.00
,,16879,Itembu dispensary,Dispensary,GoK,475993.00
,,13627,Itibo Eramani Dispensary ,Dispensary,GoK,691855.00
,,13630,Itumbe Dispensary ,Dispensary,GoK,310596.00
,,13671,Kenyambi Dispensary ,Dispensary,GoK,525103.00
,,13674,Kenyerere Dispensary (Gucha),Dispensary,GoK,263100.00
,,13697,Kionyo Dispensary (Gucha),Dispensary,GoK,831826.00
,,13748,Magena Dispensary ,Dispensary,GoK,1415654.00
,,13749,Magenche Dispensary ,Dispensary,GoK,347315.00
,,13814,Misesi Dispensary ,Dispensary,GoK,788848.00
,,16984,Motonto(Gucha),Dispensary,GoK,677077.00
,,13868,Nyachenge Dispensary ,Dispensary,GoK,382292.00
,,13869,Nyacogochogo Dispensary,Dispensary,GoK,58338.00
,,13872,Nyagiki Dispensary ,Dispensary,GoK,275619.00
,,13882,Nyakegogi Dispensary ,Dispensary,GoK,370869.00
,,13893,Nyamagwa Health Centre,Health Centre,KEC,195857.00
,,13901,Nyamasege Dispensary ,Dispensary,GoK,327310.00
,,13933,Nyansakia Dispensary ,Dispensary,GoK,435596.00
,,13982,Omobera Dispensary ,Dispensary,GoK,257098.00
,,13985,Omorembe Health Centre,Health Centre,KEC,104285.00
,,13986,Omosaria Dispensary ,Dispensary,GoK,431724.00
,,14052,Riokindo Health Centre,Health Centre,KEC,357318.00
,,14055,Ritumbe Health centre,Health Centre,KEC,96541.00
,,14062,Rusinga Dispensary ,Dispensary,GoK,197599.00
,,18336,Keragia Dispensary,Dispensary,GOK,53304.00
,GUCHA SOUTH,13505,Boige Health Centre,Health Centre,GoK,444023.00
,,16974,Bokimai Dispensary,Dispensary,GoK,150043.00
,,16975,Eburi Dispensary,Dispensary,GoK,262234.00
,,13573,Giatunda Dispensary ,Dispensary,GoK,255051.00
,,13593,Gotichaki Dispensary ,Dispensary,GoK,940263.00
,,13681,Kiagware Dispensary ,Dispensary,GoK,173027.00
,,13821,Moniaku Health Centre,Health Centtre,CHAK,323788.00
,,13825,Moticho Health Centre,Health Centtre,GoK,732976.00
,,16880,Nyabiosi Dispensary,Dispensary,GoK,821249.00
,,13983,Nyamogonchoro Dispensary ,Dispensary,GoK,819741.00
,,13945,Nyatike Health Centre,Health Centre,GoK,740302.00
,,13984,Omogwa Dispensary ,Dispensary,GoK,374568.00
,,16973,Openda Dispensary,Dispensary,GoK,128280.00
,,14131,Suguta Health Centre,Health Centre,GoK,982856.00
NYAMIRA,NYAMIRA,13475,Amatierio Dispensary ,Dispensary,GoK,866855.00
,,13514,Bosiango Health Centre,Health Centre,GoK,782717.00
,,13525,China Dispensary ,Dispensary,GoK,143602.00
,,13543,Embonga Health Centre,Health Centre,GoK,374727.00
,,13544,Endiba Dispensary ,Dispensary,GoK,1115740.00
,,13549,Esianyi Dispensary ,Dispensary,GoK,947427.00
,,13551,Etono Health Centre,Health Centre,GoK,567241.00
,,16281,Getiesi Health Centre,Health Centre,GoK,157795.00
,,13572,Gianchore Dispensary ,Dispensary,GoK,830099.00
,,13574,Gietai (AIC) Dispensary ,Dispensary,CHAK,331458.00
,,13577,Gisage Dispensary ,Dispensary,GoK,419781.00
,,13614,Igena-Itambe Dispensary ,Dispensary,GoK,1498582.00
,,13617,Ikonge Dispensary ,Dispensary,GoK,478845.00
,,13628,Itibo Mission Health Centre,Health Centre,CHAK,492856.00
,,16980,Kenyambi Health Centre,Health Centre,GoK,189638.00
,,16280,Kenyerere Health Centre (Nyamira),Health Centre,GoK,840653.00
,,13676,Kenyoro Dispensary ,Dispensary,GoK,1489521.00
,,17232,Kerobo Health Centre,Health Centre,GoK,303872.00
,,16989,Kiang'inda Health Centre,Health Centre,GoK,169077.00
,,13756,Magwagwa Dispensary,Dispensary,GoK,430007.00
,,13820,Mokomoni Dispensary ,Dispensary,GoK,665572.00
,,16982,Mongorisi Health Centre,Health Centre,GoK,327018.00
,,13826,Motontera Dispensary ,Dispensary,GoK,531977.00
,,13860,Nyabikomu Dispensary ,Dispensary,CHAK,582525.00
,,13894,Nyamaiya Health Centre,Health Centre,GoK,828389.00
,,16988,Nyangweta Health Centre,Health Centre,GoK,128027.00
,,16990,Nyansabakwa Health Centre,Health Centre,GoK,1529334.00
,,13935,Nyansangio Dispensary ,Dispensary,GoK,364465.00
,,13964,Ogango Health Centre,Health Centre,GoK,540675.00
,,13994,Orwaki Dispensary ,Dispensary,GoK,430589.00
,,16981,Riakinaro Health Centre,Health Centre,GoK,293501.00
,,14048,Riechieri Dispensary ,Dispensary,GoK,365193.00
,,14053,Riongige Dispensary ,Dispensary,GoK,595772.00
,,14146,Tinga Health Centre,Health Centre,GoK,3170136.00
,BORABU,13523,Chepngombe Health Centre,Health Centtre,GOK,583781.00
,,17730,Ensakia Dispensary,Dispensary,GOK,188590.00
,,13547,Eronge Health Centre,Dispensary,CHAK,137051.00
,,13626,Isoge Health Centre,Health Centtre,GOK,297642.00
,,13645,Kahawa Dispensary ,Dispensary,GOK,212487.00
,,16868,Kerumbe Dispensary,Dispensary,GOK,549719.00
,,13695,Kineni Dispensary ,Dispensary,GOK,586991.00
,,13794,Matutu Dispensary ,Dispensary,CHAK,189927.00
,,13800,Mecheo Dispensary ,Dispensary,GOK,153814.00
,,13836,Mwongori Dispensary ,Dispensary,GOK,209722.00
,,13922,Nyandoche Ibere Dispensary ,Dispensary,GOK,250294.00
,,13932,Nyankono Dispensary ,Dispensary,GOK,303081.00
,,14049,Rietago Dispensary ,Dispensary,GOK,345703.00
,,14050,Rigoko Dispensary ,Dispensary,GOK,211238.00
,,14145,Tindereti Dispensary ,Dispensary,GOK,276331.00
,MANGA,13504,Bogwendo Dispensary ,Dispensary,GoK,231076.00
,,13562,Gesure Dispensary ,Dispensary,GoK,457695.00
,,13566,Getare Dispensary ,Health Centre,GoK,583446.00
,,13616,Ikobe Dispensary ,Health Centre,GoK,611003.00
,,13666,Kemera Dispensary ,Dispensary,CHAK,271483.00
,,13684,Kiangoso Dispensary ,Dispensary,GoK,541925.00
,,17134,Magombo Community Dispensary (Manga),Dispensary,GoK,227214.00
,,13811,Miriri Dispensary ,Dispensary,GoK,592508.00
,,13905,Nyambari Geke Dispensary ,Dispensary,GoK,51994.00
,,13963,Ogango Dispensary ,Dispensary,GoK,170020.00
,,14151,Tombe Health Centre (Manga) ,Dispensary,GoK,921481.00
