COUNTY,DISTRICT,MFL No.,FACILITY,CATEGORY,"OWNER(GoK, CHAK, KEC, SUPKEM)", DRAWING RIGHTS ALLOCATION FOR 2012-13 FY 
,,14941,AIC Kiserian Dispensary,Dispensary,GOK,82689.00
,,15527,Sandai Dispensary,Dispensary,GOK,60918.00
,,14702,Kapindasim Community Dispensary,Dispensary,GOK,67709.00
,,14867,Kimalel Health Centre,Dispensary,GOK,1733012.00
,,16728,Chesirimion Dispensary,Dispensary,GOK,132023.00
,,14678,Kamurio Dispensary,Dispensary,GOK,301463.00
,KOIBATEK (,15735,TORONGO H/C,HEALTH CENTER,GOK,486154.00
,INCLUDING,15725,TIMBOROA H/C,HEALTH CENTER,GOK,641306.00
,MOGOTIO),14964,A.I.C. ELDAMA RAVINE H/C,HEALTH CENTER,CHAK,178416.00
,,14477,ESAGERI H/C,HEALTH CENTER,GOK,892021.00
,,15606,SOLIAN DISP,DISPENSARY,GOK,265291.00
,,15505,SABATIA DISP,DISPENSARY,GOK,74398.00
,,15512,SAGAT DISP,DISPENSARY,GOK,92065.00
,,15016,LEBOLOS DISP,DISPENSARY,GOK,146989.00
,,15112,MAJI MAZURI DISP,DISPENSARY,GOK,227218.00
,,14557,IGURE DISP,DISPENSARY,GOK,434437.00
,,15727,TINET DISP,DISPENSARY,GOK,136552.00
,,14211,ARAMA DISP,DISPENSARY,GOK,332751.00
,,15566,SIGORO DISP,DISPENSARY,GOK,369251.00
,,14474,EQUATOR DISP,DISPENSARY,GOK,175734.00
,,15733,TONIOK DISP,DISPENSARY,GOK,173635.00
,,15742,TUGUMOI DISP,DISPENSARY,GOK,131130.00
,,14619,KABIMOI DISP,DISPENSARY,GOK,219871.00
,,17086,SEGUTON DISP,DISPENSARY,GOK,304998.00
,,14933,KIPTUNO DISP,DISPENSARY,GOK,243485.00
,,17087,KABIYET DISP,DISPENSARY,GOK,158242.00
,,17088,KIBIAS DISP,DISPENSARY,GOK,152062.00
,,17154,KIPLOMBE DISP,DISPENSARY,GOK,77897.00
,,17084,NAKURTAKWEI DISP,DISPENSARY,GOK,141100.00
,,17151,SIMOTWET DISP,DISPENSARY,GOK,125357.00
,,14940,KISANANA H/C,HEALTH CENTER,GOK,528192.00
,,14446,EMINING H/C,HEALTH CENTER,GOK,1125885.00
,,15353,NGUBERETI H/C,HEALTH CENTER,GOK,164656.00
,,15477,RADAT DISP,DISPENSARY,GOK,181448.00
,,15216,MOLOS DISP,DISPENSARY,GOK,72707.00
,,15215,MOLOK DISP,DISPENSARY,GOK,52475.00
,,15217,MOLOSIRWE DISP,DISPENSARY,GOK,319458.00
,,15410,OLKOKWE DISP,DISPENSARY,GOK,291354.00
,,15246,MUGURIN DISP,DISPENSARY,GOK,260102.00
,,15112,MAJIMOTO DISP,DISPENSARY,GOK,174451.00
,,14709,KAPKEIN DISP,DISPENSARY,GOK,120635.00
,,15593,SIRWA DISP,DISPENSARY,GOK,278993.00
,,15613,SORE DISP,DISPENSARY,GOK,95855.00
,,15198,Mogotio CB Catholic Dispensary,DISPENSARY,KEC,120227.00
,,14292,CHEBEREN DISP,DISPENSARY,GOK,341439.00
,,14968,KOITEBES DISP,DISPENSARY,GOK,137777.00
,,17098,KAMAR DISP,DISPENSARY,GOK,134337.00
,,17091,KIPKITUR DISP,DISPENSARY,GOK,261093.00
,,17099,KIPSOGON DISP,DISPENSARY,GOK,161857.00
,,17097,NG'ENDALEL DISP,DISPENSARY,GOK,165005.00
,,17090,OLDEBES DISP,DISPENSARY,GOK,175734.00
,,17096,WASEGES DISP,DISPENSARY,GOK,148213.00
,,17095,CHEMOINOI DISP,DISPENSARY,GOK,131829.00
UASIN GISHU,ELDORET WEST,14239,Barsombe Dispensary,Dispensary,GOK,132059.00
,,14337,Chepkemel Dispensary,Dispensary,GOK,151488.00
,,14354,Cheplaskei Dispensary,Dispensary,GOK,105662.00
,,14358,Chepsaita Dispensary,Dispensary,GOK,283237.00
,,14377,Cheramei Dispensary,Dispensary,GOK,505012.00
,,14390,Chukura Dispensary,Dispensary,GOK,333011.00
,,17222,Jabali Dispensary,Dispensary,GOK,100631.00
,,14624,Kabobo Health Centre,Health Centre,GOK,316136.00
,,14799,Kapyemit Dispensary,Dispensary,GOK,266594.00
,,14848,Kibagenge Dispensary,Dispensary,GOK,263343.00
,,14904,Kiplombe A.I.C Dispensary,Dispensary,GOK,187638.00
,,14915,Kipsigak Health Centre,Health Centre,GOK,364671.00
,,14999,Kuinet Dispensary,Dispensary,GOK,383016.00
,,15025,Lemoru Ngeny Dispensary,Dispensary,GOK,111623.00
,,15177,Merewet Dispensary,Dispensary,GOK,280218.00
,,15191,Mobet Dispensary,Dispensary,GOK,261098.00
,,15196,Mogoon Dispensary,Dispensary,GOK,286024.00
,,15208,Moi's Bridge Catholic,Health Centre,KEC,382087.00
,,15209,Moi's Bridge Health Centre,Health Centre,GOK,653868.00
,,15254,Murgor Hills Dispensary,Health Centre,GOK,235631.00
,,15344,Ngenyilel Dispensary,Dispensary,GOK,422959.00
,,15449,Osorongai Dispensary,Dispensary,GOK,407323.00
,,15452,Our Lady Of Lords Dispensary,Dispensary,KEC,100631.00
,,15478,Railways Dispensary ,Dispensary,GOK,871385.00
,,15525,Sambut Dispensary,Dispensary,GOK,327360.00
,,15537,Segero Dispensary,Dispensary,GOK,277818.00
,,17240,Sinonin,Dispensary,GOK,125789.00
,,15616,Sosiani Health Centre,Health Centre,GOK,397027.00
,,15623,Soy Health Centre,Health Centre,GOK,985021.00
,,15648,St Kevina Dispensary,Dispensary,KEC,100631.00
,,16358,Starlight Mti Moja,Dispensary,GOK,100631.00
,,17331,Sugoi A Dispensary,Dispensary,GOK,100631.00
,,15680,Sugoi B Dispensary,Dispensary,GOK,146998.00
,,17255,Tarakwa,Dispensary,GOK,223168.00
,,15715,Tegego Dispensary,Dispensary,GOK,151411.00
,,15753,Turbo Health Centre,Health Centre,GOK,567790.00
,,15779,West Health Centre,Health Centre,GOK,141889.00
,WARENG,15205,MOI UNIVERSITY HEALTH CENTRE,Health Centre,Gok,1563050.00
,,14841,KESSES HEALTH CENTRE,Health Centre,Gok,1189561.00
,,15011,LANGAS RCEA HEALTH CENTRE,Health Centre,Chak,1280672.00
,,14779,KAPTELDON HEALTH CENTRE,Health Centre,Gok,623512.00
,,14274,BURNT FOREST CATHOLIC DISP.,Dispensary,kec,435014.00
,,17417,KAPKOI DISPENSARY,Dispensary,Gok,462430.00
,,14283,CENGALO DISPENSARY,Dispensary,Gok,329226.00
,,15154,MATHARU DISPENSARY,Dispensary,Gok,324380.00
,,14284,CHAGAIYA DISPENSARY,Dispensary,GOK,253854.00
,,15437,ONGATA DISPENSARY,Dispensary,Gok,229946.00
,,16338,BINDURA DISPENSARY,Dispensary,Chak,137497.00
,,14389,CHUIYAT DISPENSARY,Dispensary,Gok,445353.00
,,15345,NGERIA SOUTH DISPENSARY,Dispensary,Gok,357011.00
,,15038,LINGWAI DISPENSARY,Dispensary,Gok,338457.00
,,15268,NABKOI DISPENSARY,Dispensary,Gok,387566.00
,,14341,CHEPKIGEN DISPENSARY,Dispensary,Gok,1165191.00
,,14791,KAPTUMO DISPENSARY,Dispensary,Gok,435614.00
,,14737,KAPLELACH TUMOGE DISP,Dispensary,Gok,317041.00
,,14945,KISOR DISPENSARY,Dispensary,Gok,459984.00
,,14524,NGERIA GK PRISON DISPENSARY,Dispensary,Gok,415260.00
,,14736,KAPLELACH CHEPYAKWAI DISP.,Dispensary,Gok,437229.00
,,14434,ELDORET AIRPORT DISPENSARY,Dispensary,Gok,177744.00
,,15463,PIONEER HEALTH CENTRE,Health Centre,Gok,336888.00
,,16343,PATRICIAN DISPENSARY,Dispensary,Gok,101542.00
,,14898,KIPKENYO DISPENASRY,Dispensary,Gok,101542.00
,,16338,BINDURA DISPENSARY,Dispensary,Gok,137497.00
,ELDORET EAST,16350,Ainabkoi (RCEA) Health Centre,HEALTH CENTRE,GOK,303813.00
,,14317,Chembulet Health Centre,HEALTH CENTRE,GOK,1057279.00
,,14335,Chepkanga Health Centre,HEALTH CENTRE,GOK,1078765.00
,,14340,Chepkero Dispensary,DISPENSARY,GOK,596262.00
,,14343,Chepkoilel Campus Dispensary,DISPENSARY,GOK,100620.00
,,14355,Chepngoror Dispensary ,DISPENSARY,GOK,529320.00
,,17063,Dry's Dispensary,DISPENSARY,GOK,154363.00
,,14437,Elgeyo Boader Dispensary,DISPENSARY,GOK,636865.00
,,16349,EMC Kimumu Dispensary,DISPENSARY,GOK,282446.00
,,14519,GK Prisons Dispensary (Eldoret East),DISPENSARY,GOK,671727.00
,,14744,Kapngetuny Dispensary,DISPENSARY,GOK,284814.00
,,14769,Kapsoya Health Centre,HEALTH CENTRE,GOK,314230.00
,,14804,Karuna Dispensary,DISPENSARY,GOK,292686.00
,,14819,Katuiyo Dispensary,DISPENSARY,GOK,290259.00
,,14879,Kimoning Dispensary,DISPENSARY,GOK,479306.00
,,14893,Kipkabus Health Centre,HEALTH CENTRE,GOK,635267.00
,,15147,Mary Immaculate Dispensary (Eldoret East),DISPENSARY,CHAK,205857.00
,,15169,Meibeki Dispensary,DISPENSARY,GOK,342877.00
,,15206,Moiben Health Centre,HEALTH CENTRE,GOK,875867.00
,,15264,Muyengwet Dispensary,DISPENSARY,GOK,363357.00
,,17829,Ngelel Tarit Dispensary,DISPENSARY,GOK,558204.00
,,15577,Simotwo Dispensary (Eldoret East),DISPENSARY,GOK,467646.00
,,15655,St Mary's Kapsoya Dispensary,DISPENSARY,KEC,729258.00
,,15674,State Lodge Dispensary,DISPENSARY,GOK,136251.00
,,15706,Tangasir Dispensary,DISPENSARY,GOK,579334.00
,,15741,Tugen Estate Dispensary,DISPENSARY,GOK,426392.00
,,16351,Twiga Dispensary,DISPENSARY,GOK,481911.00
,,15758,Uasin Gishu Health Centre,DISPENSARY,GOK,1808733.00
,,15759,Uhuru Dispensary,DISPENSARY,GOK,529439.00
,,17873,Tuiyoluk Dispensary,DISPENSARY,GOK,119442.00
,,17830,Cheptigit Dispensary,DISPENSARY,GOK,117903.00
,,16354,Kapkei Dispensary,DISPENSARY,GOK,100620.00
ELGEYO / ,KEIYO,14346,Chepkorio  H/ Centre,Level 3,GOK,930318.00
MARAKWET,,14206,Anin Dispensary,Level 2,GOK,100079.00
,,15019,Lelboinet  H/ Centre,Level 3,GOK,526916.00
,,14721,Kapkoi Health Centre,Leve 3,CHAK,120053.00
,,15260,Muskut  H/ Centre,Level 3,GOK,520411.00
,,15238,Msekekwa H/ Centre,Level 3,GOK,848003.00
,,14781,Kapteren  H Centre,Level 3,GOK,1241897.00
,,15695,Tabare  Dispensary,Level 2,GOK,100079.00
,,15555,Setano  Dispensary,Level 2,GOK,144656.00
,,14911,Kipsaos  Dispensary,Level 2,CHAK,174429.00
,,14719,Kapkitony  Dispensary,Level 2,CHAK,100079.00
,,16333,Tugumoi  dispensary,Level 2,GOK,241983.00
,,15578,Simotwo   Dispensary,Level 2,GOK,658353.00
,,14892,Kipkabus Forest dispensary,Level 2,GOK,332262.00
,,15374,Nyaru  Dispensary,Level 2,GOK,1103872.00
,,14617,Kabiemit Dispensary,Level 2,GOK,263625.00
,,14605,kabalwat  Dispensary,Level 2,GOK,470622.00
,,16674,Kapletingi Dispensary,Level 2,GOK,109420.00
,,14499,Flax Dispensary,Level 2,GOK,1194026.00
,,14773,Kaptagat forest dispensary,Level 2,GOK,112047.00
,,17753,Sabor Dispensary,Level 2,GOK,100079.00
,,17282,Chororget  Dispensary,Level 2,GOK,183979.00
,,14931,Kiptulos dispensary,Level 2,GOK,343813.00
,,17281,Epke Dispensary,Level 2,GOK,249614.00
,,14286,Changach barak  Dispensary,Level 2,GOK,270589.00
,,15378,NYS Dispensary,Level 2,GOK,370126.00
,,16334,Kimoloi  dispensary,Level 2,GOK,100079.00
,,14664,Kalwal  Dispensary,Level 2,GOK,347775.00
,,15538,Sego Dispensary,Level 2,GOK,100079.00
,,14449,Emsea Dispensary,Level 2,GOK,232225.00
,,14367,Cheptebo Dispensary,Level 2,GOK,416913.00
,,14256,Biretwa Dispensary,Level 2,GOK,744421.00
,,14306,Chegilet Dispensary,Level 2,GOK,209916.00
,,14631,Kabulwo Dispensary ,Level 2,GOK,100079.00
,,15610,Songeto Dispensary,Level 2,GOK,111213.00
,,15485,Rimoi Dispensary,Level 2,GOK,124015.00
,,14692,Kapchelal  Dispensary ,Level 2,GOK,204662.00
,,14849,Kibendo Dispensary,Level 2,GOK,267086.00
,,14690,Kapchebar Dispensary,Level 2,GOK,100079.00
,,14218,Assumption Sisters  Dispensary,Level 2,CHAK,100079.00
,,15554,Sergoit Dispensary,Level 2,GOK,367707.00
,,17284,Kapkessum  Dispensary,Level 2,GOK,297485.00
,,17283,Kipsoen Dispensary,Level 2,GOK,100079.00
,,17758,Kaptum  Dispensary,Level 2,GOK,100079.00
,MARAKWET,14272,Bungwet Dispensary,Dispensary,GOK,134975.00
,,14301,Chebororwa Health Centre,Health centre,GOK,1107825.00
,,14303,Chebulbai Dispensary,Dispensary,GOK,281822.00
,,14305,Chechan Dispensary,Dispensary,GOK,181342.00
,,14327,Chemworor Dispensary,Dispensary,GOK,350303.00
,,14372,Cheptobot Dispensary,Dispensary,GOK,241620.00
,,14373,Cheptongei Dispensary,Dispensary,GOK,281771.00
,,16680,Chesetan Dispensary,Dispensary,GOK,172324.00
,,14383,Chesiyo Dispensary,Dispensary,GOK,88404.00
,,14388,Chesubet Dispensary,Dispensary,GOK,99512.00
,,14595,Jemunada Dispensary,Dispensary,GOK,58698.00
,,14612,Kabetwa Dispensary,Dispensary,GOK,105473.00
,,14670,Kamasia Dispensary,Dispensary,GOK,116020.00
,,14674,Kamogo Dispensary,Dispensary,GOK,180120.00
,,14675,Kamoi Dispensary,Dispensary,GOK,721497.00
,,16335,Kaparon Dispensary,Dispensary,GOK,201469.00
,,14691,Kapchebau Dispensary,Dispensary,GOK,99715.00
,,14695,Kapcherop Health Centre,Health centre,GOK,1927560.00
,,14705,Kapkata Dispensary,Dispensary,GOK,173954.00
,,14739,Kaplenge Dispensary,Dispensary,GOK,218334.00
,,14750,Kapsait Dispensary,Dispensary,GOK,161318.00
,,14768,Kapsowar Dispensary,Dispensary,GOK,273007.00
,,14774,Kaptalamwa Health Centre,Dispensary,GOK,698670.00
,,14786,Kaptiony Dispensary (Marakwet),Dispensary,GOK,478298.00
,,17254,kaptoror dispensary,Dispensary,GOK,167534.00
,,14798,Kapyego Dispensary,Dispensary,GOK,561963.00
,,17810,Kararia Dispensary,Dispensary,GOK,50953.00
,,14816,Katee Dispensary,Dispensary,GOK,180731.00
,,14850,Kibigos Dispensary,Dispensary,GOK,193164.00
,,14874,Kimnai Dispensary,Dispensary,GOK,372723.00
,,14884,Kimuren Dispensary,Dispensary,GOK,135688.00
,,17299,Kiplobotwo dispensary,Dispensary,GOK,135790.00
,,14909,Kipsaiya Dispensary,Dispensary,GOK,249416.00
,,14969,Koitugum Dispensary,Dispensary,GOK,285949.00
,,14984,Kondabilet Dispensary,Dispensary,GOK,442885.00
,,14992,Korongoi Dispensary,Dispensary,GOK,217723.00
,,15110,Maina Dispensary,Dispensary,GOK,327986.00
,,15142,Maron-Marichor Dispensary,Dispensary,GOK,119027.00
,,15155,Matira Dispensary,Dispensary,GOK,350915.00
,,15193,Mogil Health Centre,Dispensary,GOK,483393.00
,,15252,Mungwa Dispensary,Dispensary,GOK,73831.00
,,15333,Nerkwo Dispensary,Dispensary,CHAK,103537.00
,,15530,Sangurur Dispensary,Dispensary,GOK,330584.00
,,15539,Segut Dispensary,Dispensary,GOK,63080.00
,,15595,Sisiya Dispensary,Dispensary,GOK,129319.00
,,15658,St Michael Health Centre,Dispensary,KEC,683741.00
,,15683,Sumbeiywet Dispensary,Dispensary,GOK,59564.00
,,15716,Tenden Dispensary,Dispensary,GOK,345004.00
,,15752,Tunyo Dispensary,Dispensary,GOK,180425.00
,,15756,Tuturung Dispensary,Dispensary,GOK,156936.00
,,18205,Kerer Disp,Dispensary,GOK,50444.00
,,18186,Kipkundul Disp,Dispensary,GOK,61144.00
,,18204,Kokwongoi Disp,Dispensary,GOK,91716.00
,,18118,Malkich Disp,Dispensary,GOK,82901.00
,,18185,Kapterit Disp,Dispensary,GOK,50953.00
KERICHO,KERICHO,14192,Ainamoi Health Centre,H/C,GOK,618276.00
,,14338,Chepkemel Health Centre (Kericho),H/C,GOK,520216.00
,,14347,Chepkoton Dispensary,DISP,GOK,101209.00
,,14375,Cheptuiyet Dispensary,DISP,GOK,471242.00
,,17144,Cheronget,DISP,GOK,101209.00
,,14521,GK Prisons Dispensary (Kericho),DISP,GOK,1455333.00
,,14578,Iraa Dispensary,DISP,GOK,161766.00
,,14613,Kabianga Health Centre,H/C,GOK,420243.00
,,14627,Kaborok Dispensary,DISP,GOK,160136.00
,,14633,Kabutii-Matiret Dispensary,DISP,GOK,343887.00
,,14649,Kaitui Dispensary,DISP,GOK,692328.00
,,14653,Kakiptui Dispensary,DISP,GOK,134833.00
,,17308,Kalyongwet,DISP,GOK,142818.00
,,14666,Kamaget Dispensary,DISP,GOK,126849.00
,,17209,Kamasega,DISP,GOK,144279.00
,,14671,Kamawoi Dispensary,DISP,GOK,813610.00
,,14715,Kapkiam Dispensary,DISP,GOK,347204.00
,,14726,Kapkormom Dispensary,DISP,GOK,171494.00
,,17318,Kapkures Dispensary (Kericho),DISP,GOK,101209.00
,,14738,Kaplelartet Dispensary,DISP,GOK,156931.00
,,17313,Kapsiya,DISP,GOK,101209.00
,,17138,Kapsoit,DISP,GOK,263988.00
,,14765,Kapsomboch Dispensary,DISP,GOK,101209.00
,,14766,Kapsorok Dispenasry,DISP,GOK,183695.00
,,17139,Kapsuser,DISP,GOK,180546.00
,,14822,Kebeneti (SDA) Health Centre,H/C,CHAK,750298.00
,,14823,Kebeneti Dispensary,DISP,GOK,164184.00
,,14826,Kenegut Dispensary,DISP,GOK,428678.00
,,17210,Ketitui,DISP,GOK,179140.00
,,14902,Kiplalmat Dispesary,DISP,GOK,101209.00
,,17316,Kiplelgutik,DISP,GOK,114591.00
,,14919,Kipsitet Dispensary,DISP,GOK,731968.00
,,14928,Kiptere Dispensary,DISP,GOK,605232.00
,,14967,Koitaburot Dispensary,DISP,GOK,358562.00
,,15121,Manyoror Dispensary,DISP,GOK,352265.00
,,15179,Merto Dispensary,DISP,GOK,321171.00
,,17137,Nyabangi,DISP,GOK,101209.00
,,17143,Samutet,DISP,GOK,239754.00
,,15550,Seretut Dispensary,DISP,GOK,210234.00
,,15607,Soliat Dispensary,DISP,GOK,247963.00
,,15617,Sosiot Health Centre,H/C,GOK,476021.00
,,16316,Sumoiyot Dispensary,DISP,GOK,101209.00
,,15722,Thessalia Health Centre,H/C,CHAK,270060.00
,,14708,Kapkeburu Dispensary,DISP,GOK,152938.00
,,14787,Kaptoboiti Dispensary,DISP,GOK,233625.00
,,15005,Laliat Dispensary,DISP,GOK,161316.00
,,15528,Sanga Dispensary,DISP,GOK,101209.00
,KIPKELION,16722,Burutu Dispensary,Dispensary,GOK,343354.00
,,14333,Chepcholiet Dispensary,Dispensary,GOK,103567.00
,,14350,Chepkunyuk Dispensary (Kipkelion),Dispensary,GOK,111304.00
,,14359,Chepseon Dispensary,Dispensary,GOK,103567.00
,,14362,Chepsir Dispensary,Dispensary,GOK,495962.00
,,14381,Cherara Dispensary,Dispensary,GOK,132200.00
,,14382,Chesinende (ELCK) Dispensary,Dispensary,CHAK,103567.00
,,14755,Kapseger Dispensary,Dispensary,GOK,166194.00
,,14832,Kericho Forest Dispensary,Dispensary,GOK,237716.00
,,14882,Kimugul Dispensary (Kipkelion),Dispensary,GOK,223156.00
,,14913,Kipsegi Dispensary,Dispensary,GOK,161137.00
,,16472,Kitoi Dispensary,Dispensary,GOK,103567.00
,,15001,Kunyak Dispensary,Dispensary,GOK,166986.00
,,15020,Lelechwet Dispensary (Kipkelion),Dispensary,GOK,103567.00
,,15023,Lelu Dispensary,Dispensary,GOK,182521.00
,,15118,Makyolok Dispensary,Dispensary,GOK,340917.00
,,15140,Mariwa Dispesary,Dispensary,GOK,103567.00
,,15172,Mentera Dispensary,Dispensary,GOK,125133.00
,,15175,Mercy Mobile Clinic (Kipkelion),Dispensary,KEC,103567.00
,,15219,Momoniat Dispensary,Dispensary,GOK,407443.00
,,15242,Mtaragon Dispensary,Dispensary,GOK,427608.00
,,15245,Mugumoini Dispensary (Kipkelion),Dispensary,GOK,285539.00
,,16669,Ndubusat/Bethel Dispensary,Dispensary,CHAK,103567.00
,,15343,Ngendalel Dispensary,Dispensary,GOK,352553.00
,,15546,Sereng Dispensary,Dispensary,GOK,148831.00
,,15611,Songonyet Dispensary,Dispensary,GOK,139876.00
,,16470,Segetet Dispensary,Dispensary,GOK,112157.00
,,17756,Kapkwen Dispensay,Dispensary,GOK,172652.00
,,14235,Barotion (AIC) Dispensary,Dispensary,CHAK,166438.00
,,14293,Chebewor Dispensary,Dispensary,GOK,396112.00
,,14588,Jagoror Dispensary,Dispensary,GOK,461176.00
,,14679,Kamwingi Dispensary,Dispensary,GOK,334886.00
,,14824,Kedowa Dispensary,Dispensary,GOK,575160.00
,,14870,Kimaut Dispensary,Dispensary,GOK,674950.00
,,15026,Lemotit Dispensary,Dispensary,GOK,428766.00
,,15146,Mary Finch Dispensary,Dispensary,CHAK,600625.00
,,15149,Masaita/ Miti-Tatu Dispensary,Dispensary,GOK,305034.00
,,15677,Subukia Dispensary,Dispensary,GOK,217124.00
,BURETI,14276,Butiik Dispensary,Dispensary,GOK,300197.00
,,14300,Cheborgei Health Centre,Health Centre,GOK,725846.00
,,14320,Chemoiben Dispensary,Dispensary,GOK,172954.00
,,14323,Chemosot Health Centre,Health Centre,GOK,1023315.00
,,14353,Cheplanget Dispensary,Dispensary,GOK,376030.00
,,14370,Chepterwo Dispensary,Dispensary,GOK,228679.00
,,14309,Chelilis Dispensary,Dispensary,GOK,101762.00
,,14393,Civil Servant,Dispensary,GOK,384781.00
,,14507,Getarwet Dispensary,Dispensary,GOK,131557.00
,,15475,Guadalupe Catholic Mobile Dispensary,Dispensary,KEC,148531.00
,,14622,Kabitungu Dispensary,Dispensary,GOK,151096.00
,,14625,Kaboeito Dispensary,Dispensary,GOK,101762.00
,,14657,Kalaacha Dispensary,Dispensary,GOK,593515.00
,,14618,Kapkisiara Dispensary,Dispensary,GOK,171733.00
,,14764,Kapsogut Dispensary,Dispensary,GOK,352909.00
,,14827,Kenene Health Centre,Dispensary,GOK,287212.00
,,14856,Kibugat Dispensary,Dispensary,GOK,410791.00
,,14929,Kiptewit Dispensary,Dispensary,GOK,470627.00
,,14930,Kiptome Dispensary,Dispensary,GOK,708017.00
,,14935,Kipwastuiyo Health Centre,Health Centre,GOK,866277.00
,,15039,Litein Dispensary,Dispensary,GOK,660555.00
,,15105,Mabasi Dispensary,Dispensary,GOK,170471.00
,,15228,Mosore Dispensary,Dispensary,GOK,419014.00
,,15586,Siongi Dispensary,Dispensary,GOK,443070.00
,,15618,Sosit Dispensary,Dispensary,GOK,571249.00
,,15713,Tebesonik Dispensary,Dispensary,GOK,1240922.00
,,14285,Chamalal Dispensary,Dispensary,GOK,320875.00
,,14289,Chebangang Health Centre,Health Centre,GOK,277931.00
,,14331,Chepchabas Dispensary,Dispensary,GOK,420398.00
,,14584,Itare Dispensary,Dispensary,GOK,548617.00
,,14757,Kapset Dispensary,Dispensary,GOK,239995.00
,,14760,Kapsinendet Dispensary ,Dispensary,GOK,494480.00
,,14828,Kenyagoro Dispensary,Dispensary,GOK,479989.00
,,14927,Kiptenden Dispensary ,Dispensary,GOK,180851.00
,,14970,Koiwa Health Centre,Health Centre,GOK,880483.00
,,15195,Mogogosiek Health Centre,Health Centre,GOK,1529600.00
,,15585,Siomo Health Centre,Dispensary,GOK,336628.00
,,15533,Satiet,Dispensary,GOK,228028.00
,,15746,Tulwet Dispensary,Dispensary,GOK,129197.00
,,14780,Kaptembwo,Dispensary,GOK,269302.00
TRANS NZOIA,KWANZA,15003,KWANZA HEALTH CENTRE,H/C,GOK,792824.00
,,14981,KOLONGOLO .M. DISPENSARY,DISPENSARY,KEC,336587.00
,,17994,NAMANJALALA DISPENSARY,DISPENSARY,GOK,332400.00
,,14532,GOSETA DISPENSARY,DISPENSARY,GOK,649544.00
,,14646,KAISAGAT DISPENSARY,DISPENSARY,GOK,246028.00
,,14762,KAPSITWET DISPENSARY,DISPENSARY,GOK,632345.00
,,14877,KIMONDO DISPENSARY,DISPENSARY,GOK,590542.00
,,14639,KAIBEI DISPENSARY,DISPENSARY,GOK,525259.00
,,14958,KOBOSS DISPENSARY,DISPENSARY,GOK,243560.00
,,14720,KAPKOI DISPENSARY,DISPENSARY,GOK,415930.00
,,15240,M.T ELGON. N. PARK DISPENSARY,DISPENSARY,GOK,330455.00
,,14332,CHEPCHOINA DISPENSARY,DISPENSARY,GOK,766277.00
,,15131,MARIDADI .R.C.A .DISPENSARY,DISPENSARY,CHAK,1077588.00
,,18216,KITUM DISPENSARY,DISPENSARY,GOK,241691.00
,TRANS NZOIA EAST,15692,SUWERWA HC - GOK,Health centre,GOK,560457.00
,,14379,CHERANGANY HC-GOK,Health centre,GOK,1375013.00
,,14734,KAPLAMAI HC-GOK,Health centre,GOK,1114785.00
,,17027,SITATUNGA DISP - GOK,Dispensary,GOK,524058.00
,,15458,PCEA MAKUTANO - FBO,Dispensary,KEC,430881.00
,,15381,NZOIA DISP - GOK,Dispensary,GOK,643902.00
,,17028,KIMURI DISP - GOK,Dispensary,GOK,328672.00
,,15783,WIYETA DISP - GOK,Dispensary,GOK,577286.00
,,14506,GETA DISP - GOK,Dispensary,GOK,281573.00
,,16695,BENON DISP - GOK,Dispensary,GOK,316897.00
,,15234,MOTOSIET DISP -GOK,Dispensary,GOK,530080.00
,,14363,CHEPSIRO DISP-GOK,Dispensary,GOK,465506.00
,,14895,KIPKEIKEI DISP -GOK,Dispensary,GOK,422117.00
,,14753,Kapsara Health Centre,Health centre,GoK,1182853.00
,,18532,Bidii Health Centre,Health Centre,GOK,860257.00
,TRANS NZOIAWEST,15747,Tulwet H/C,Health Centre,GOK,938030.00
,,16361,Bikeke H/C,Health Centre,GOK,757101.00
,,14512,Gitwamba H/C,Health Centre,GOK,764012.00
,,16362,Kiminini H/C,Health Centre,GOK,506472.00
,,14514,GK Farm Prison Disp,Dispensary,GOK,1371462.00
,,14528,GK Remand Pris Disp,Dispensary,GOK,574181.00
,,15777,Weonia Disp,Dispensary,GOK,608738.00
,,16364,Matunda Disp,Dispensary,GOK,545363.00
,,15101,Lukhome Disp,Dispensary,GOK,806184.00
,,14946,Kitalale Disp,Dispensary,GOK,798628.00
,,14264,Bondeni Disp,Dispensary,GOK,908744.00
,,15202,MOH Mobile Disp,DMOH,GOK,382475.00
,,15669,St. Ursulas Catholic Disp,Dispensary,KEC,325484.00
,,14948,Kitale Mobile Catho Clnic,Dispensary,KEC,808410.00
,,15732,Tom Mboya Disp,Dispensary,GOK,650910.00
,,15734,Top Station  Disp,Dispensary,GOK,293621.00
,,14536,Grassland Disp,Dispensary,GOK,124290.00
,,18515,Matisi  Disp,Dispensary,GOK,106542.00
NANDI,NANDI CENTRAL,17177,Sironoi Dispensary (GOK),DISPENSARY,GOK,218352.00
,,15070,Lolminingai Dispensary,DISPENSARY,GOK,527823.00
,,14982,Kombe Dispensary (Nandi Central),DISPENSARY,GOK,683588.00
,,14906,Kiropket Dispensary,DISPENSARY,GOK,409178.00
,,14887,King'wal Dispensary,DISPENSARY,GOK,653198.00
,,14876,Kimondi Forest Dispensary,DISPENSARY,GOK,717393.00
,,14866,Kilibwoni Health Centre ,HEALTH CENTRE,GOK,1026210.00
